variable,smd_unadjusted,smd_adjusted,var_ratio_unadj,var_ratio_adj
distance,0.468503704163646,-3.326328493210002e-5,2.505141445785322,0.9996667756975246
enrollment_ord,-0.0920507032748168,0.02460933084942854,0.816425874739696,0.915705443103941
num_diagnosis,0.4892140557683983,0.00622462232200659,1.7872436670805336,0.9287798033465721
ehr_length_days,0.042127073495570024,0.011238644646060982,0.8519376154009917,0.9411798877029541
