variable,smd_unadjusted,smd_adjusted,var_ratio_unadj,var_ratio_adj
distance,0.4587293831438442,1.298462966524266e-6,5.562204877864137,1.0000077290251332
enrollment_ord,-0.27985450860922567,0.016960980758607025,0.6206783505721908,1.0536307764605108
num_diagnosis,0.6126329454442301,-0.008125056393261056,1.8825399918152625,0.9588871640722969
coverage_span_days,-0.13718923966650765,-0.01865316806454118,1.080356697359289,1.0290643826665427
